title,link,price,seller,condition,site_code,pagina,lote,index,preco,condicao,vendedor_nome,vendedor_avaliacao,total_avaliacoes,avaliacao_media,estrelas_5,estrelas_4,estrelas_3,estrelas_2,estrelas_1,porcentagem_5_estrelas,porcentagem_4_estrelas,porcentagem_3_estrelas,porcentagem_2_estrelas,porcentagem_1_estrela,ratio_5_to_1
1200ml Garrafa Térmica Bebidas Quentes E Frias Cor Preto,https://www.mercadolivre.com.br/1200ml-garrafa-termica-bebidas-quentes-e-frias-cor-preto/p/MLB37798840?searchVariation=MLB37798840#polycard_client=search-nordic&searchVariation=MLB37798840&wid=MLB4014089033&position=6&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 2x R$31,50 sem juros",Vendedor não especificado,Não especificado,MLB,1,1,11,"R$ 62,99",Novo  |  +5mil vendidos,Vendido porMHZ202310,MercadoLíder Platinum,961.0,4.8,864,52,13,7,25,89.91,5.41,1.35,0.73,2.6,34.56
"Bestbestowala Garrafa De Água Esportiva Dupla Para Bebida, C",https://produto.mercadolivre.com.br/MLB-4037701139-bestbestowala-garrafa-de-agua-esportiva-dupla-para-bebida-c-_JM?searchVariation=187584383865#polycard_client=search-nordic&searchVariation=187584383865&position=39&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,"em 12x R$5,32",Vendedor não especificado,Não especificado,MLB,1,1,12,"R$ 53,22",Novo  |  1 vendido,CNCHIQUITO-BRR,+10milVendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Presente Dia Das Mães C/bico E Trava Rosa,https://produto.mercadolivre.com.br/MLB-5340563234-garrafa-termica-presente-dia-das-mes-cbico-e-trava-rosa-_JM?searchVariation=187420625275#polycard_client=search-nordic&searchVariation=187420625275&position=40&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,Preço não encontrado,Vendedor não especificado,Não especificado,MLB,1,1,13,"R$ 49,11",Novo  |  +5 vendidos,MANUKS FERRAMENTAS,+10milVendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Pacco Hydra V2 950ml - Personalização Grátis,https://produto.mercadolivre.com.br/MLB-4036990133-garrafa-termica-pacco-hydra-v2-950ml-personalizaco-gratis-_JM?searchVariation=187579146987#polycard_client=search-nordic&searchVariation=187579146987&position=41&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,em 6x R$49 sem juros,Vendedor não especificado,Não especificado,MLB,1,1,14,R$ 294,Novo  |  +5 vendidos,SAUDEMOVIMENTO,+1000Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Café Chá 1litro Invicta Metalizada C Alça Cor Prata,https://www.mercadolivre.com.br/garrafa-termica-cafe-cha-1litro-invicta-metalizada-c-alca-cor-prata/p/MLB23492741?searchVariation=MLB23492741#polycard_client=search-nordic&searchVariation=MLB23492741&wid=MLB3871683549&position=7&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$7,72",Vendedor não especificado,Não especificado,MLB,1,1,15,"R$ 78,72",Novo  |  +5mil vendidos,Vendido porMaru Utilidades e Brinquedos,MercadoLíder Gold,614.0,4.4,471,51,33,15,44,76.71,8.31,5.37,2.44,7.17,10.704545454545455
O Copo Isolante de Aço Inoxidável 304 com Grande Capacidade de 1200 Ml Pode ser Mantido Quente e Frio Genérica 100101,https://www.mercadolivre.com.br/o-copo-isolante-de-aco-inoxidavel-304-com-grande-capacidade-de-1200-ml-pode-ser-mantido-quente-e-frio-generica-100101/p/MLB36628530?searchVariation=MLB36628530#polycard_client=search-nordic&searchVariation=MLB36628530&wid=MLB4035965071&position=8&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$5,83",Vendedor não especificado,Não especificado,MLB,1,1,16,"R$ 59,49",Novo  |  +5mil vendidos,Vendido porWDW202406,MercadoLíder Platinum,601.0,4.8,540,35,6,5,15,89.85,5.82,1.0,0.83,2.5,36.0
Garrafa Térmica De Aço Inox 1 Litro Água Gelada 24 Horas Quente 12 Horas Bebida Fria Quente,https://www.mercadolivre.com.br/garrafa-termica-de-aco-inox-1-litro-agua-gelada-24-horas-quente-12-horas-bebida-fria-quente/p/MLB36626766?searchVariation=MLB36626766#polycard_client=search-nordic&searchVariation=MLB36626766&wid=MLB4029449051&position=9&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$4,53",Vendedor não especificado,Não especificado,MLB,1,1,17,"R$ 46,20",Novo  |  +5mil vendidos,Loja oficialPark Ecom,MercadoLíder Platinum,1.0,4.7,1,0,0,0,0,86.74,5.38,2.31,1.25,4.32,inf
Garrafa Térmica Pacco Vyta 1200ml- Personalização Grátis,https://produto.mercadolivre.com.br/MLB-4036993439-garrafa-termica-pacco-vyta-1200ml-personalizaco-gratis-_JM?searchVariation=187579472857#polycard_client=search-nordic&searchVariation=187579472857&position=42&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,"em 7x R$50,74 sem juros",Vendedor não especificado,Não especificado,MLB,1,1,18,"R$ 355,20",Novo  |  +5 vendidos,SAUDEMOVIMENTO,+1000Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Com Bico Térmica Infantil Escolar Dinossauro Rainbow,https://produto.mercadolivre.com.br/MLB-5337580342-garrafa-com-bico-termica-infantil-escolar-dinossauro-rainbow-_JM?searchVariation=187399022065#polycard_client=search-nordic&searchVariation=187399022065&position=43&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,"em 12x R$3,90",Vendedor não especificado,Não especificado,MLB,1,1,19,"R$ 39,80",Novo  |  1 vendido,LOJAS.BRASILEIRAS,+5milVendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Inox 800ml Personalizada Nome Logo Time,https://produto.mercadolivre.com.br/MLB-4037109833-garrafa-termica-inox-800ml-personalizada-nome-logo-time-_JM?searchVariation=183397727908#polycard_client=search-nordic&searchVariation=183397727908&position=44&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,"em 12x R$5,87",Vendedor não especificado,Não especificado,MLB,1,1,20,"R$ 59,90",Novo  |  2 vendidos,PER DISTRIBUIDOR,+50milVendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"Growler Térmico Preto 1,9 Litros Coleman",https://www.mercadolivre.com.br/growler-termico-preto-19-litros-coleman/p/MLB19724358?searchVariation=MLB19724358#polycard_client=search-nordic&searchVariation=MLB19724358&wid=MLB4030655823&position=10&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$24,47",Vendedor não especificado,Não especificado,MLB,1,1,21,"R$ 250,20",Novo  |  +5mil vendidos,Vendido porGOLDBIJUXSHOP,Avaliação não disponível,1.0,4.8,1,0,0,0,0,89.22,4.58,2.09,1.01,3.1,inf
Garrafa Térmica 1200ml Bebidas Quentes E Frias Portátil Lsolamento De Aço Inoxidável 304 Térmico Antiderrapante Cor Preto,https://www.mercadolivre.com.br/garrafa-termica-1200ml-bebidas-quentes-e-frias-portatil-lsolamento-de-aco-inoxidavel-304-termico-antiderrapante-cor-preto/p/MLB48407715?searchVariation=MLB48407715#polycard_client=search-nordic&searchVariation=MLB48407715&wid=MLB4033343925&position=11&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$5,81",Vendedor não especificado,Não especificado,MLB,1,1,22,"R$ 59,24",Novo  |  +1000 vendidos,Vendido porLQM202310,MercadoLíder Platinum,138.0,4.8,124,8,0,2,4,89.86,5.8,0.0,1.45,2.9,31.0
Garrafa Térmica Quick Flip Stanley Hammertone Green 710ml,https://www.mercadolivre.com.br/garrafa-termica-quick-flip-stanley-hammertone-green-710ml/p/MLB47164288?searchVariation=MLB47164288#polycard_client=search-nordic&searchVariation=MLB47164288&wid=MLB4022493325&position=12&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$21,47",Vendedor não especificado,Não especificado,MLB,1,1,23,R$ 219,Novo  |  +100 vendidos,Vendido porBRAVIUM,MercadoLíder Platinum,2.0,4.9,2,0,0,0,0,93.35,3.61,1.31,0.62,1.11,inf
Garrafa Térmica Parede Dupla 500ml Antivazamento Aço Inox Com Kit 3 Xícara Café Agua Suco Bebidas Quentes E Frias Cor Preto Marca Ecomixshop,https://www.mercadolivre.com.br/garrafa-termica-parede-dupla-500ml-antivazamento-aco-inox-com-kit-3-xicara-cafe-agua-suco-bebidas-quentes-e-frias-cor-preto-marca-ecomixshop/p/MLB47041307?searchVariation=MLB47041307#polycard_client=search-nordic&searchVariation=MLB47041307&wid=MLB5198675540&position=13&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$3,66",Vendedor não especificado,Não especificado,MLB,1,1,24,"R$ 37,31",Novo  |  +1000 vendidos,Vendido porCASASONHO,MercadoLíder Platinum,104.0,4.5,79,13,3,1,8,75.96,12.5,2.88,0.96,7.69,9.875
Garrafa Térmica Bule Acolher 100% Inox 1l Sanremo Café,https://www.mercadolivre.com.br/garrafa-termica-bule-acolher-100-inox-1l-sanremo-cafe/p/MLB22498776?searchVariation=MLB22498776#polycard_client=search-nordic&searchVariation=MLB22498776&wid=MLB5305947330&position=14&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$7,74",Vendedor não especificado,Não especificado,MLB,1,1,25,"R$ 78,99",Novo  |  +5mil vendidos,Loja oficialEstrela do Lar,MercadoLíder Platinum,925.0,4.5,737,77,42,15,54,79.68,8.32,4.54,1.62,5.84,13.648148148148149
"Garrafa Térmica Inox Resistente 1,4l Chimarrão Cha Cor Azul",https://produto.mercadolivre.com.br/MLB-3918800423-garrafa-termica-inox-resistente-14l-chimarro-cha-cor-azul-_JM?searchVariation=182341006378#polycard_client=search-nordic&searchVariation=182341006378&position=45&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,"em 12x R$12,31",Vendedor não especificado,Não especificado,MLB,1,1,26,"R$ 125,55",Novo  |  +25 vendidos,PHG_DISTRIBUIDORA,+100Vendas concluídas,4.0,4.8,3,1,0,0,0,75.0,25.0,0.0,0.0,0.0,inf
Garrafão Térmico 5 Litros Mantém Gelado Quente Preto E Amarelo Trilha Camping Supertermo Termolar,https://www.mercadolivre.com.br/garrafo-termico-5-litros-mantem-gelado-quente-preto-e-amarelo-trilha-camping-supertermo-termolar/p/MLB42805282?searchVariation=MLB42805282#polycard_client=search-nordic&searchVariation=MLB42805282&wid=MLB5369214172&position=15&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$3,22",Vendedor não especificado,Não especificado,MLB,1,1,27,"R$ 32,89",Novo  |  +10mil vendidos,Vendido porBAZAREBRINQUEDOS,Avaliação não disponível,5.0,4.7,5,0,0,0,0,82.83,9.98,3.91,1.1,2.17,inf
Vittak Garrafa Térmica Café 1 Litro Nórdica Cabo Madeira Mesa Posta Cor Branca,https://www.mercadolivre.com.br/vittak-garrafa-termica-cafe-1-litro-nordica-cabo-madeira-mesa-posta-cor-branca/p/MLB37448089?searchVariation=MLB37448089#polycard_client=search-nordic&searchVariation=MLB37448089&wid=MLB3888935387&position=16&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$4,76",Vendedor não especificado,Não especificado,MLB,1,1,28,"R$ 48,61",Novo  |  +1000 vendidos,Loja oficialEletroFlex,MercadoLíder Platinum,610.0,4.6,494,44,28,13,31,80.98,7.21,4.59,2.13,5.08,15.935483870967742
Garrafa Térmica Café 1 Litro Luxo Vintage Retro,https://produto.mercadolivre.com.br/MLB-5350825194-garrafa-termica-cafe-1-litro-luxo-vintage-retro-_JM?searchVariation=183355566502#polycard_client=search-nordic&searchVariation=183355566502&position=46&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,"em 12x R$7,35",Vendedor não especificado,Não especificado,MLB,1,1,29,"R$ 74,95",Novo  |  +5 vendidos,EDSHOPCOMERCIOLTDA,+100Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Stanley Flip Straw Hidratação 887ml Azul,https://www.mercadolivre.com.br/garrafa-termica-stanley-flip-straw-hidrataco-887ml-azul/p/MLB46399710?searchVariation=MLB46399710#polycard_client=search-nordic&searchVariation=MLB46399710&wid=MLB5351060170&position=17&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$27,28",Vendedor não especificado,Não especificado,MLB,1,1,30,R$ 279,Novo  |  +25 vendidos,Loja oficialMercado Livre,MercadoLíder Platinum,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1200ml Garrafa Térmica Bebidas Quentes E Frias Garrafas de água para desporto e fitness Cor Verde-musgo,https://www.mercadolivre.com.br/1200ml-garrafa-termica-bebidas-quentes-e-frias-garrafas-de-agua-para-desporto-e-fitness-cor-verde-musgo/p/MLB37475752?searchVariation=MLB37475752#polycard_client=search-nordic&searchVariation=MLB37475752&wid=MLB4024389711&position=18&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$5,81",Vendedor não especificado,Não especificado,MLB,1,1,31,"R$ 59,28",Novo  |  +1000 vendidos,Vendido porHJE202406,MercadoLíder Platinum,961.0,4.8,864,52,13,7,25,89.91,5.41,1.35,0.73,2.6,34.56
Garrafa Térmica Classic Stanley - 950 Ml Cor Hammertone Gree Cor Hammertone green,https://www.mercadolivre.com.br/garrafa-termica-classic-stanley-950-ml-cor-hammertone-gree-cor-hammertone-green/p/MLB36006952?searchVariation=MLB36006952#polycard_client=search-nordic&searchVariation=MLB36006952&wid=MLB5342881916&position=19&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$19,60",Vendedor não especificado,Não especificado,MLB,1,1,32,"R$ 199,90",Novo  |  +1000 vendidos,Vendido porBRAVIUM,MercadoLíder Platinum,244.0,4.7,217,9,6,2,10,88.93,3.69,2.46,0.82,4.1,21.7
Tubo De Sucção Garrafa Térmica Chacal Reposição,https://produto.mercadolivre.com.br/MLB-5347139250-tubo-de-succo-garrafa-termica-chacal-reposico-_JM?searchVariation=187492400023#polycard_client=search-nordic&searchVariation=187492400023&position=47&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,"em 12x R$3,91",Vendedor não especificado,Não especificado,MLB,1,1,33,"R$ 39,92",Novo  |  +5 vendidos,BR GROW,+1000Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica De 1 Litro Quick Press Samba Emsa Preta Cor Preto,https://www.mercadolivre.com.br/garrafa-termica-de-1-litro-quick-press-samba-emsa-preta-cor-preto/p/MLB20359461?searchVariation=MLB20359461#polycard_client=search-nordic&searchVariation=MLB20359461&wid=MLB3057908692&position=20&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$24,67",Vendedor não especificado,Não especificado,MLB,1,1,34,"R$ 252,30",Novo  |  +100 vendidos,Loja oficialMagazine Rufino,MercadoLíder Platinum,40.0,4.9,39,0,0,0,1,97.5,0.0,0.0,0.0,2.5,39.0
Garrafa Térmica Em Aço Inox Com Termômetro Digital 500 Ml Cor Preto,https://www.mercadolivre.com.br/garrafa-termica-em-aco-inox-com-termmetro-digital-500-ml-cor-preto/p/MLB22357595?searchVariation=MLB22357595#polycard_client=search-nordic&searchVariation=MLB22357595&wid=MLB3793580333&position=21&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,Preço não encontrado,Vendedor não especificado,Não especificado,MLB,1,1,35,"R$ 23,48",Novo  |  +1000 vendidos,Vendido porDXL COMERCIAL,MercadoLíder,109.0,4.7,89,11,5,2,2,81.65,10.09,4.59,1.83,1.83,44.5
Botijão Térmico Com Torneira 10l Arezzo - 7.1.170 Unitermi Cor Vermelho,https://www.mercadolivre.com.br/botijo-termico-com-torneira-10l-arezzo-71170-unitermi-cor-vermelho/p/MLB19764955?searchVariation=MLB19764955#polycard_client=search-nordic&searchVariation=MLB19764955&wid=MLB3885011739&position=22&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$13,02",Vendedor não especificado,Não especificado,MLB,1,1,36,"R$ 132,79",Novo  |  +1000 vendidos,Vendido porAQTEMTUDO,MercadoLíder Platinum,1.0,4.7,1,0,0,0,0,85.68,8.49,2.25,1.08,2.5,inf
Garrafão Térmico Grande Garrafa Botijão 3 Litros Quente Frio,https://produto.mercadolivre.com.br/MLB-4027317521-garrafo-termico-grande-garrafa-botijo-3-litros-quente-frio-_JM?searchVariation=187479334715#polycard_client=search-nordic&searchVariation=187479334715&position=48&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,"em 12x R$2,86",Vendedor não especificado,Não especificado,MLB,1,1,37,"R$ 29,20",Novo  |  +5 vendidos,TERTEM,+5milVendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
