id,titulo,preco,preco_original,desconto,vendedor,reputacao_vendedor,condicao,frete_gratis,link,imagem_url,localizacao,vendas,media_avaliacoes,total_avaliacoes,entrega,marca,data_coleta,nome_produto_detalhado,condicao_produto_detalhada,descricao_produto,preco_detalhado,desconto_detalhado,frete_gratis_detalhado,tempo_entrega,nome_loja,vendas_loja,vendas_produto,devolucao_gratis,compra_garantida,tempo_garantia,caracteristicas_principais,fotos_produto,avaliacao,outros_dados,timestamp_extracao_detalhada,tem_dados_detalhados,total_reviews,rating_medio,rating_5_estrelas,rating_4_estrelas,rating_3_estrelas,rating_2_estrelas,rating_1_estrela,tem_reviews,reviews_com_texto,reviews_com_imagens,cobertura_texto_reviews,tamanho_medio_review,avaliacoes_positivas,avaliacoes_negativas,avaliacoes_neutras,metodo_coleta_reviews,qualidade_extracao_detalhada,metodo_extracao_detalhada,score_qualidade_detalhes,tamanho_resposta_bytes,status_resposta_http
MLB44336841,Kit Cartucho De Tinta Hp 662 Preto E 622 Colorido,R$ 182,N/A,,N/A,,,True,https://www.mercadolivre.com.br/kit-cartucho-de-tinta-hp-662-preto-e-622-colorido/p/MLB44336841#polycard_client=search-nordic&search_layout=grid&position=13&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5244722402&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_937976-MLA81088944033_122024-E.webp,,,4.6,53,Chegará grátis amanhã sábado,N/A,2025-09-26T22:20:28.072486,Kit Cartucho De Tinta Hp 662 Preto E 622 Colorido,Novo,"Conteúdo total em volume: 2 mL. | Imprima com qualidade superior e cores vibrantes, ideal para documentos e fotos com excelente durabilidade.",BRL 182,Sem desconto,Sim,Consultar no site,siad,,500,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_937976-MLA81088944033_122024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.6, Count: 53, Reviews: 53",seller_id: 279402731; reputation_level: 5_green; power_seller_status: silver; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB44336841; product_id: MLB44336841,2025-09-26T22:18:35.482999,True,53,4.6,0,0,0,0,0,True,7,1,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,656539,200
MLB22288344,"Cartucho Hp 664xl Preto 664xl Original Hp Deskjet 1115, 2136",R$ 125,R$ 198,,N/A,,,False,https://www.mercadolivre.com.br/cartucho-hp-664xl-preto-664xl-original-hp-deskjet-1115-2136/p/MLB22288344#polycard_client=search-nordic&search_layout=grid&position=14&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB4115042835&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_674268-MLA78394161904_082024-E.webp,,,4.1,20,Frete grátis,N/A,2025-09-26T22:20:28.072486,"Cartucho Hp 664xl Preto 664xl Original Hp Deskjet 1115, 2136",Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 8.5 mL. | Cor da tinta: Preto. | Unidades por kit: 1. | Formato de venda: Unidade. | Cartucho do tipo original. | Rende 480 páginas | Tinta pigmentada.,BRL 125,36.9%,Sim,Consultar no site,supryecomerce,,5000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_674268-MLA78394161904_082024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.1, Count: 20, Reviews: 20",seller_id: 2523139116; reputation_level: 5_green; power_seller_status: silver; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB22288344; product_id: MLB22288344,2025-09-26T22:18:39.312654,True,20,4.1,0,0,0,0,0,True,8,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,622887,200
MLB36769417,Cartucho de tinta preto e tricolor HP 664 de 2 ml 2 unidades,"R$ 139,90",N/A,,N/A,,,False,https://www.mercadolivre.com.br/cartucho-de-tinta-preto-e-tricolor-hp-664-de-2-ml-2-unidades/p/MLB36769417#polycard_client=search-nordic&search_layout=grid&position=15&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB4215398017&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_837185-MLA91970216365_092025-E.webp,,,4.7,4928,Frete grátis,N/A,2025-09-26T22:20:28.072486,Cartucho de tinta preto e tricolor HP 664 de 2 ml 2 unidades,Novo,Tipo de cartucho original. | Produz 100 páginas.,BRL 139.9,Sem desconto,Sim,Consultar no site,offpriceecommerce,,5000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_837185-MLA91970216365_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.7, Count: 4928, Reviews: 4928",seller_id: 1629013117; reputation_level: 5_green; power_seller_status: gold; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB36769417; product_id: MLB36769417,2025-09-26T22:18:43.248881,True,4928,4.7,0,0,0,0,0,True,857,41,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,689708,200
MLB55040393,HP Advantage 664,"R$ 149,99",N/A,,N/A,,,False,https://www.mercadolivre.com.br/hp-advantage-664/p/MLB55040393#polycard_client=search-nordic&search_layout=grid&position=16&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB4215260757&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_734183-MLA91948823357_092025-E.webp,,,4.7,4928,Frete grátis,N/A,2025-09-26T22:20:28.072486,HP Advantage 664,Novo,N/A,BRL 149.99,Sem desconto,Sim,Consultar no site,offpriceecommerce,,50,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_734183-MLA91948823357_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.7, Count: 4928, Reviews: 4928",seller_id: 1629013117; reputation_level: 5_green; power_seller_status: gold; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB55040393; product_id: MLB55040393,2025-09-26T22:18:46.619248,True,4928,4.7,0,0,0,0,0,True,857,41,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,83.3,656369,200
MLB47914809,3 Cartuchos Hp 664xl Preto 1 Color Genuíno,"R$ 495,50",N/A,,Park Ecom,,,False,https://www.mercadolivre.com.br/3-cartuchos-hp-664xl-preto-1-color-genuino/p/MLB47914809#polycard_client=search-nordic&search_layout=grid&position=17&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5350029660&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_803101-MLA91574735354_092025-E.webp,,,4.6,113,Frete grátis,N/A,2025-09-26T22:20:28.072486,3 Cartuchos Hp 664xl Preto 1 Color Genuíno,Novo,Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Tinta pigmentada. | Rende 300 páginas.,BRL 495.5,Sem desconto,Sim,Consultar no site,Park Ecom,,500,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_803101-MLA91574735354_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.6, Count: 113, Reviews: 113",seller_id: 1301646661; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB47914809; product_id: MLB47914809,2025-09-26T22:18:50.295816,True,113,4.6,0,0,0,0,0,True,27,5,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,650137,200
MLB43544566,Cartucho De Tinta Hp 664xl Preto F6v31ab,R$ 135,N/A,,VIPH,,,False,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664xl-preto-f6v31ab/p/MLB43544566#polycard_client=search-nordic&search_layout=grid&position=18&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5742714752&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_734097-MLA80620713520_112024-E.webp,,,4.8,24,Frete grátis,N/A,2025-09-26T22:20:28.072486,Cartucho De Tinta Hp 664xl Preto F6v31ab,Novo,Unidades por embalagem: 1. | Cor da tinta: Preto. | Unidades por kit: 1. | Formato de venda: Unidade. | Cartucho de tipo original.,BRL 135,Sem desconto,Sim,Consultar no site,Park Ecom,,1000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_734097-MLA80620713520_112024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.8, Count: 24, Reviews: 24",seller_id: 1301646661; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 5; brand: HP; sku: MLB43544566; product_id: MLB43544566,2025-09-26T22:18:52.846705,True,24,4.8,0,0,0,0,0,True,7,1,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,647197,200
N/A,Cartucho Hp 664 Preto Original F6v29ab - 2136 2676 3776 5076,"R$ 64,90",N/A,,N/A,,,True,https://www.mercadolivre.com.br/cartucho-hp-664-preto-original-f6v29ab--2136-2676-3776-5076/up/MLBU748382500#polycard_client=search-nordic&search_layout=grid&position=19&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB2045952880&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_857944-MLA52551191811_112022-E.webp,,,4.7,41,Frete grátis,N/A,2025-09-26T22:20:28.072486,Cartucho Hp 664 Preto Original F6v29ab - 2136 2676 3776 5076,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 120 páginas | Tinta pigmentada.,BRL 64.9,Sem desconto,Não,Consultar no site,OBERO INFORMATICA,,100,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_857944-MLA52551191811_112022-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.7, Count: 41, Reviews: 41",seller_id: 676710281; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLBU748382500; product_id: MLBU748382500,2025-09-26T22:18:55.345604,True,41,4.7,0,0,0,0,0,True,6,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,601983,200
MLB47973601,Cartucho Hp 664xl Color 664 Xl Hp E,"R$ 112,52",N/A,,Park Ecom,,,False,https://www.mercadolivre.com.br/cartucho-hp-664xl-color-664-xl-hp-e/p/MLB47973601#polycard_client=search-nordic&search_layout=grid&position=20&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5350029784&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_737595-MLA91971911911_092025-E.webp,,,4.3,12,Frete grátis,N/A,2025-09-26T22:20:28.072486,Cartucho Hp 664xl Color 664 Xl Hp E,Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 8 mL. | Cor da tinta: Colorido. | Unidades por kit: 1. | Formato de venda: Unidade. | Cartucho do tipo original. | É recarregável. | Tinta à base de água. | Rende 330 páginas.,BRL 112.52,Sem desconto,Sim,Consultar no site,Park Ecom,,500,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_737595-MLA91971911911_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.3, Count: 12, Reviews: 12",seller_id: 1301646661; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB47973601; product_id: MLB47973601,2025-09-26T22:18:58.453272,True,12,4.3,0,0,0,0,0,True,3,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,596972,200
MLB39092873,Kit 2 Cartuchos Hp 664 Hp 2136 3636 3836 4536 4676,"R$ 143,90",R$ 159,,N/A,,,False,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664-hp-2136-3636-3836-4536-4676/p/MLB39092873#polycard_client=search-nordic&search_layout=grid&position=21&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5735105354&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_625071-MLA92010295485_092025-E.webp,,,4.8,107,Frete grátis,N/A,2025-09-26T22:20:28.072486,Kit 2 Cartuchos Hp 664 Hp 2136 3636 3836 4536 4676,Novo,"Unidades por embalagem: 2. | Cor da tinta: COLORIDO, PRETO. | Unidades por kit: 2. | Formato de venda: Kit. | Cartucho do tipo original. | Tinta pigmentada. | Rende 120 páginas.",BRL 164.99,Sem desconto,Sim,Consultar no site,CASAPRINT SPEED,,1000,Sim,Sim,30 dias,,https://http2.mlstatic.com/D_NQ_NP_625071-MLA92010295485_092025-O.webp,"Rating: 4.8, Count: 107, Reviews: 107",seller_id: 567521007; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 5; brand: HP; sku: MLB39092873; product_id: MLB39092873,2025-09-26T22:19:01.185460,True,107,4.8,0,0,0,0,0,True,12,1,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,647464,200
MLB36804595,Cartucho De Tinta Hp 664 Cor Preto/tricolor Do 4 Ml,"R$ 169,09",N/A,,N/A,,,False,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-cor-pretotricolor-do-4-ml/p/MLB36804595#polycard_client=search-nordic&search_layout=grid&position=22&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5107301780&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_614171-MLA77195834220_072024-E.webp,,,4.7,4928,Frete grátis,N/A,2025-09-26T22:20:28.072486,Cartucho De Tinta Hp 664 Cor Preto/tricolor Do 4 Ml,Novo,Linha Advantage. | Conteúdo total em volume de 4 mL. | Cor da tinta: Preto/Tricolor. | Rendimento de páginas: 100.,BRL 169.09,Sem desconto,Sim,Consultar no site,SMCORP,,10000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_614171-MLA77195834220_072024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.7, Count: 4928, Reviews: 4928",seller_id: 174280107; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB36804595; product_id: MLB36804595,2025-09-26T22:19:03.973162,True,4928,4.7,0,0,0,0,0,True,857,41,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,684045,200
MLB36751101,Cartucho de tinta HP 664xl Tricolor 8ml,R$ 114,N/A,,Park Ecom,,,False,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664xl-tricolor-8ml/p/MLB36751101#polycard_client=search-nordic&search_layout=grid&position=23&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3708297175&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_910341-MLU76266342803_052024-E.webp,,,4.5,377,Frete grátis,N/A,2025-09-26T22:20:28.072486,Cartucho de tinta HP 664xl Tricolor 8ml,Novo,Conteúdo total em volume: 8 mL. | Tipo de cartucho original. | Tinta preta: pigmentada- cor: corante.,BRL 114,Sem desconto,Sim,Consultar no site,Park Ecom,,1000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_910341-MLU76266342803_052024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.5, Count: 377, Reviews: 377",seller_id: 1301646661; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB36751101; product_id: MLB36751101,2025-09-26T22:19:06.441171,True,377,4.5,0,0,0,0,0,True,89,25,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,669271,200
MLB2039724604,Kit De Cartuchos 664 Hp -  2 Pretos E 1 Color Original,"R$ 219,90",N/A,,N/A,,,False,https://www.mercadolivre.com.br/hp-kit-cartuchos-hp-664-2-cartucho-hp-664-colorido-1/p/MLB2039724604#polycard_client=search-nordic&search_layout=grid&position=24&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB4459867280&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_737052-MLB84219679118_052025-E.webp,,,4.8,81,Frete grátis,N/A,2025-09-26T22:20:28.072486,Kit De Cartuchos 664 Hp -  2 Pretos E 1 Color Original,Novo,"Descrição KIT com 2 cartuchos hp 664 pretos e 1 hp 664 color Características do Produto: Obtenha a qualidade da HP que você conhece e confia. Imprima documentos todos os dias com texto e imagens nítidas e os custos de impressão acessíveis com os cartuchos originais HP. Imprima bordas perfeitas em textos e em gráficos, usando Cartuchos Originais HP. Qualidade impressionante de texto e imagens para desfrutar de documentos e fotos. Média baseada em ISO / IEC 24711 ou na metodologia de teste HP e impressão contínua. O desempenho real varia consideravelmente com base no conteúdo das páginas impressas e outros fatores. Especificações do produto: Desempenho: Até 120 páginas Compatibilidade: HP Deskjet Ink Advantage 2136, HP Deskjet Ink Advantage 2676, HP Deskjet Ink Advantage 3776, HP DeskJet Ink Advantage 5076, HP DeskJet Ink Advantage 5276 Tipo de Desempenho: Padrão Conteúdo da Embalagem: Cartucho novo de tinta HP original Dois cartuchos pretos e um cartucho colorido Diferenciadores: Impres",BRL 219.9,Sem desconto,Sim,10-10 dias úteis,OBERO INFORMATICA,,500,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_783121-MLA69623871096_052023-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.8, Count: 81, Reviews: 81",seller_id: 676710281; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 5; brand: HP; sku: MLB2039724604; product_id: MLB2039724604,2025-09-26T22:19:10.611529,True,81,4.8,0,0,0,0,0,True,21,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,911974,200
MLB48686774,Kit 2 Cartuchos Hp 664xl (preto + Color) 2136 2676,"R$ 277,41",N/A,,N/A,,,False,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664xl-preto-color-2136-2676/p/MLB48686774#polycard_client=search-nordic&search_layout=grid&position=25&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5518037936&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_721259-MLA83860146955_042025-E.webp,,,4.5,2,Frete grátis,N/A,2025-09-26T22:20:28.072486,Kit 2 Cartuchos Hp 664xl (preto + Color) 2136 2676,Novo,Unidades por embalagem: 480. | Conteúdo total em volume: 16.5 mL. | Cor da tinta: Preto/Tricolor. | Unidades por kit: 2. | Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Tinta pigmentada. | Rende 480 páginas.,BRL 277.41,Sem desconto,Sim,Consultar no site,MVCARTUCHOS8,,50,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_721259-MLA83860146955_042025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.5, Count: 2, Reviews: 2",seller_id: 353464834; reputation_level: 5_green; power_seller_status: silver; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB48686774; product_id: MLB48686774,2025-09-26T22:19:14.477287,True,2,4.5,0,0,0,0,0,True,0,0,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,578271,200
N/A,Cartucho 667 Hp Preto Original  1275 2374  2376 2775  6476,"R$ 64,90",N/A,,N/A,,,True,https://www.mercadolivre.com.br/cartucho-667-hp-preto-original--1275-2374--2376-2775--6476/up/MLBU1444272577#polycard_client=search-nordic&search_layout=grid&position=26&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3389954163&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_792919-MLB54907678425_042023-E.webp,,,4.8,35,Frete grátis,N/A,2025-09-26T22:20:28.072486,Cartucho 667 Hp Preto Original  1275 2374  2376 2775  6476,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 100 páginas | Tinta à base de água.,BRL 64.9,Sem desconto,Não,Consultar no site,vanvan,,100,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_792919-MLB54907678425_042023-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.8, Count: 35, Reviews: 35",seller_id: 1377207124; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 5; brand: HP; sku: MLBU1444272577; product_id: MLBU1444272577,2025-09-26T22:19:17.010371,True,35,4.8,0,0,0,0,0,True,6,1,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,616272,200
MLB39019456,Kit Cartucho Hp 667 Preto E 667 Colorido 2376 2776,"R$ 139,90",N/A,,N/A,,,False,https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto-e-667-colorido-2376-2776/p/MLB39019456#polycard_client=search-nordic&search_layout=grid&position=27&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3859516431&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_807591-MLU78192290417_082024-E.webp,,,4.8,316,Frete grátis,N/A,2025-09-26T22:20:28.072486,Kit Cartucho Hp 667 Preto E 667 Colorido 2376 2776,Novo,Unidades por embalagem: 2. | Conteúdo total em volume: 4 mL. | Cor da tinta: Preto/Tricolor. | Unidades por kit: 2. | Formato de venda: Kit. | Cartucho do tipo original. | Tinta pigmentada. | Rende 120 páginas.,BRL 142.5,Sem desconto,Sim,Consultar no site,vanvan,,5000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_807591-MLU78192290417_082024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.8, Count: 316, Reviews: 316",seller_id: 1377207124; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 5; brand: HP; sku: MLB39019456; product_id: MLB39019456,2025-09-26T22:19:20.025629,True,316,4.8,0,0,0,0,0,True,59,14,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,681468,200
MLB36772792,Cartucho De Tinta Hp 662 Preto Advantage,"R$ 64,68",R$ 71,,HP,,,True,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-662-preto-advantage/p/MLB36772792#polycard_client=search-nordic&search_layout=grid&position=28&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB3888681729&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_851261-MLA84846526119_052025-E.webp,,,4.7,1755,Frete grátis,N/A,2025-09-26T22:20:28.072486,Cartucho De Tinta Hp 662 Preto Advantage,Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 2 mL. | Cor da tinta: Preto. | Unidades por kit: 1. | Formato de venda: Unidade. | Cartucho do tipo original. | Rende 130 páginas,BRL 64.68,Sem desconto,Não,Consultar no site,MegaByteMagazine,,50000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_851261-MLA84846526119_052025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.7, Count: 1758, Reviews: 1758",seller_id: 167787623; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB36772792; product_id: MLB36772792,2025-09-26T22:19:22.415941,True,1758,4.7,0,0,0,0,0,True,338,26,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,694071,200
MLB36751072,Kit Cartucho Hp 664 Preto E Hp 664 Colorido,"R$ 127,39",N/A,,N/A,,,False,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto-e-hp-664-colorido/p/MLB36751072#polycard_client=search-nordic&search_layout=grid&position=29&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5553569818&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_950197-MLU76394007878_052024-E.webp,,,4.7,4928,Frete grátis,N/A,2025-09-26T22:20:28.072486,Kit Cartucho Hp 664 Preto E Hp 664 Colorido,Novo,Linha Advantage. | Conteúdo total em volume: 2 mL. | Cor da tinta: Preto Pigmentado e Colorido Corante. | Unidades por embalagem: 2. | Rendimento de páginas: 100.,BRL 135,11.8%,Sim,Consultar no site,vanvan,,50000,Sim,Sim,30 dias,,"https://http2.mlstatic.com/D_NQ_NP_950197-MLU76394007878_052024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Rating: 4.7, Count: 4928, Reviews: 4928",seller_id: 1377207124; reputation_level: 5_green; power_seller_status: platinum; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB36751072; product_id: MLB36751072,2025-09-26T22:19:24.973707,True,4928,4.7,0,0,0,0,0,True,857,41,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,698750,200
MLB39881749,Kit Cartuchos De Tinta Colorida E Preta 664xl Para Impressor,"R$ 379,36",N/A,,N/A,,,False,https://www.mercadolivre.com.br/kit-cartuchos-de-tinta-colorida-e-preta-664xl-para-impressor/p/MLB39881749#polycard_client=search-nordic&search_layout=grid&position=30&type=product&tracking_id=f1ae03eb-34c4-4194-b697-0dbb81cd2d4c&wid=MLB5537189928&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_999474-MLU78476445286_082024-E.webp,,,4.6,113,Frete grátis,N/A,2025-09-26T22:20:28.072486,Kit Cartuchos De Tinta Colorida E Preta 664xl Para Impressor,Novo,Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Tinta pigmentada. | Rende 300 páginas.,BRL 379.36,Sem desconto,Sim,Consultar no site,PRIMER.PRINT,,1000,Sim,Sim,30 dias,,https://http2.mlstatic.com/D_NQ_NP_999474-MLU78476445286_082024-O.webp,"Rating: 4.6, Count: 113, Reviews: 113",seller_id: 235862846; reputation_level: 5_green; power_seller_status: silver; shipping_mode: me2; review_rate: 4; brand: HP; sku: MLB39881749; product_id: MLB39881749,2025-09-26T22:19:28.562954,True,113,4.6,0,0,0,0,0,True,27,5,0,0,0,0,0,extracao_detalhada,excelente,spider_scrapy,100.0,632108,200
